External code,Vendor,Centre,Dice_BG,Dice_LV,Dice_MYO,Dice_RV,IoU_BG,IoU_LV,IoU_MYO,IoU_RV,HD_BG,HD_LV,HD_MYO,HD_RV
A0S9V9,F,6,0.9932540655136108,0.9528084993362427,0.8531185388565063,0.9330640435218811,0.9865984916687012,0.9098703265190125,0.7438594102859497,0.8745267987251282,2.23606797749979,3.605551275463989,5.0,5.0990195135927845
A1D0Q7,B,2,0.9738307595252991,0.8809510469436646,0.7602577209472656,0.7546061873435974,0.9489963054656982,0.787231981754303,0.613238513469696,0.6059176921844482,9.0,35.35533905932738,9.219544457292887,15.297058540778355
A1D9Z7,A,1,0.9642490744590759,0.7608326077461243,0.6520190238952637,0.8006976246833801,0.9309661388397217,0.6139869689941406,0.4837004840373993,0.6676361560821533,5.0,30.62678566222711,14.52583904633395,27.76688675382964
A1E9Q1,F,6,0.9931000471115112,0.958398699760437,0.8744695782661438,0.9456861615180969,0.986294686794281,0.9201204776763916,0.7769399881362915,0.8969683647155762,3.0,4.123105625617661,3.605551275463989,6.164414002968976
A1K2P5,D,5,0.9889482855796814,0.9361206293106079,0.8025562167167664,0.9266130328178406,0.9781381487846375,0.8799123764038086,0.6702246069908142,0.8632609248161316,4.0,7.280109889280518,6.0,10.099504938362077
A1O8Z3,B,3,0.9908859729766846,0.9552890062332153,0.8277761936187744,0.9488368034362793,0.9819365739822388,0.914405107498169,0.7061588168144226,0.9026541113853455,4.0,3.0,4.58257569495584,3.3166247903554
A2C0I1,F,6,0.9954915046691895,0.9672961831092834,0.9166843891143799,0.9567444324493408,0.9910234808921814,0.9366636872291565,0.8461840748786926,0.9170758128166199,4.0,3.605551275463989,3.1622776601683795,4.47213595499958
A2E3W4,C,4,,,,,,,,,,,,
A2H5K9,B,2,0.9848493337631226,0.9272241592407227,0.8472339510917664,0.8998075127601624,0.970150887966156,0.8643223643302917,0.7349573969841003,0.8178637623786926,3.1622776601683795,6.0,28.6705423736629,6.082762530298219
A2L1N6,F,6,0.9949067234992981,0.9716301560401917,0.9085307121276855,0.9440661668777466,0.9898650050163269,0.9448255896568298,0.8323923349380493,0.8940580487251282,3.0,2.8284271247461903,3.605551275463989,5.0
A2N8V0,F,6,0.9952852725982666,0.9642271995544434,0.9034650325775146,0.950929582118988,0.9906148314476013,0.9309254288673401,0.8239272236824036,0.9064497351646423,2.23606797749979,2.449489742783178,2.8284271247461903,3.1622776601683795
A3B7E5,B,2,0.9889786243438721,0.9299126863479614,0.8108296990394592,0.9387644529342651,0.9781975746154785,0.8690063953399658,0.6818448901176453,0.8845957517623901,5.0,10.63014581273465,10.862780491200215,5.0990195135927845
A3H1O5,F,6,0.9945365190505981,0.9627771377563477,0.9053166508674622,0.9512966871261597,0.9891324043273926,0.9282259345054626,0.8270123600959778,0.9071170687675476,2.23606797749979,4.47213595499958,3.0,4.123105625617661
A3H5R1,C,4,0.9903779029846191,0.899450421333313,0.8282260298728943,0.8304794430732727,0.9809392690658569,0.8172738552093506,0.7068138122558594,0.7101024985313416,3.0,9.055385138137417,30.643106892089126,7.0
