External code,Vendor,Centre,Dice_BG,Dice_LV,Dice_RV,Dice_MYO,IoU_BG,IoU_LV,IoU_RV,IoU_MYO,HD_BG,HD_LV,HD_RV,HD_MYO
A9J5Q7,B,3,0.9872846007347107,0.9425663948059082,0.8012025356292725,0.8979430198669434,0.9748884439468384,0.8913716673851013,0.6683385372161865,0.8147881627082825,3.1622776601683795,5.477225575051661,7.0,7.0
A9J8W7,B,2,0.9814810156822205,0.9177107214927673,0.8345327973365784,0.8553684949874878,0.9636355042457581,0.8479347825050354,0.7160499691963196,0.7472872138023376,3.0,9.273618495495704,5.0,13.19090595827292
A9L7Y7,C,4,0.9597647786140442,0.8515666723251343,0.6124858856201172,0.6245256662368774,0.9226420521736145,0.7415028810501099,0.4414268136024475,0.4540438652038574,9.219544457292887,36.72873534441391,35.21363372331802,47.43416490252569
B0H7V0,F,6,0.9956893920898438,0.9826244711875916,0.9368667602539062,0.9603680372238159,0.991415798664093,0.9658424258232117,0.8812317252159119,0.9237576723098755,3.0,2.0,2.0,4.0
B0I2Z0,F,6,0.9972221255302429,0.9767407178878784,0.9409825801849365,0.9720665812492371,0.9944596290588379,0.9545388221740723,0.8885430693626404,0.9456512928009033,3.1622776601683795,2.0,2.23606797749979,2.23606797749979
B0L3Y2,C,4,0.9844840168952942,0.8390192985534668,0.8053044676780701,0.8682870268821716,0.9694421887397766,0.72268146276474,0.6740666627883911,0.7672325968742371,3.1622776601683795,8.366600265340756,12.0,11.224972160321824
B0N3W8,B,2,0.9770941734313965,0.880789041519165,0.7169381380081177,0.8924287557601929,0.9552141427993774,0.786973237991333,0.5587712526321411,0.8057529330253601,5.385164807134504,6.0,27.440845468024488,7.14142842854285
B1G9J3,B,2,0.9830259084701538,0.9391987919807434,0.8683807253837585,0.8454782366752625,0.9666184186935425,0.8853673934936523,0.7673788666725159,0.7323189973831177,3.0,5.830951894845301,19.8997487421324,9.0
B1K7U1,C,4,,,,,,,,,,,,
B2C2Z7,F,6,0.9971602559089661,0.9766398072242737,0.9356739521026611,0.9714230298995972,0.9943365454673767,0.9543461203575134,0.8791233897209167,0.9444339871406555,4.0,2.0,5.196152422706632,3.1622776601683795
B2D9M2,A,1,0.967019259929657,0.8521251678466797,0.7908671498298645,0.8202433586120605,0.9361445307731628,0.7423502206802368,0.65407794713974,0.6952649354934692,8.54400374531753,7.14142842854285,4.242640687119285,21.400934559032695
B2D9O2,B,2,0.9877321124076843,0.9107759594917297,0.7689087986946106,0.8830514550209045,0.9757615327835083,0.8361696004867554,0.6245750188827515,0.7905927896499634,5.0990195135927845,6.082762530298219,16.24807680927192,23.853720883753127
B2F4K5,B,2,0.9857876300811768,0.9053165316581726,0.8138905763626099,0.9280657768249512,0.9719735980033875,0.8270121216773987,0.6861850619316101,0.8657861351966858,4.0,9.273618495495704,19.72308292331602,5.830951894845301
B2G5R2,A,1,0.9797075390815735,0.9135725498199463,0.8343102335929871,0.907943606376648,0.9602222442626953,0.8408960103988647,0.715722382068634,0.8314072489738464,9.0,4.123105625617661,10.816653826391969,5.0
B2L0L2,C,4,0.9824846982955933,0.9300754070281982,0.8036132454872131,0.8464782238006592,0.9655724167823792,0.8692905902862549,0.6717002391815186,0.7338207364082336,4.0,5.0,5.196152422706632,9.539392014169456
B3D0N1,B,3,0.9892672300338745,0.9596467614173889,0.8384319543838501,0.9324448704719543,0.9787624478340149,0.9224239587783813,0.7218104600906372,0.8734395503997803,5.0,3.0,4.123105625617661,7.0
B3E2W8,D,5,0.9709903597831726,0.8665145635604858,0.7779327630996704,0.8012241721153259,0.9436163902282715,0.7644690871238708,0.6365711688995361,0.6683686375617981,5.0,19.467922333931785,22.11334438749598,9.486832980505138
B3F0V9,F,6,0.995275616645813,0.9631478190422058,0.8857966661453247,0.9628344774246216,0.9905956983566284,0.9289152026176453,0.7950044870376587,0.928332507610321,2.0,2.23606797749979,4.242640687119285,2.8284271247461903
B3O1S0,F,6,0.9961529970169067,0.975052535533905,0.9339204430580139,0.9751877188682556,0.9923354983329773,0.9513195753097534,0.8760325908660889,0.9515769481658936,3.0,3.605551275463989,2.0,3.0
B3P3R1,F,6,0.9947410225868225,0.9720335602760315,0.9378919005393982,0.969423234462738,0.9895370602607727,0.9455887675285339,0.8830475211143494,0.940660834312439,3.1622776601683795,1.4142135623730951,24.49489742783178,5.385164807134504
B3S2Z4,B,2,0.9908484220504761,0.9332244396209717,0.7743698954582214,0.9178153276443481,0.9818628430366516,0.8748086094856262,0.6318137049674988,0.8481134176254272,7.0710678118654755,5.0990195135927845,6.082762530298219,4.47213595499958
B4E1K1,B,3,0.9832623600959778,0.8881131410598755,0.8080030083656311,0.9214375615119934,0.967075765132904,0.7987442016601562,0.6778565645217896,0.8543200492858887,4.0,5.744562646538029,4.47213595499958,8.602325267042627
B4I8Z7,C,4,,,,,,,,,,,,
B4O3V3,A,1,0.9810234904289246,0.9033079743385315,0.8126970529556274,0.8747028112411499,0.9627537727355957,0.823665976524353,0.6844900846481323,0.7773082852363586,9.0,9.0,7.874007874011811,9.433981132056603
B4S1Y2,B,2,0.9841290712356567,0.9268168807029724,0.8108646869659424,0.9052057266235352,0.9687540531158447,0.8636148571968079,0.6818943619728088,0.8268272280693054,3.0,5.196152422706632,5.916079783099616,5.0
B5F8L9,A,1,0.97919762134552,0.9157175421714783,0.8340125679969788,0.8244562745094299,0.9592429995536804,0.8445377945899963,0.7152843475341797,0.70134037733078,4.0,7.14142842854285,7.14142842854285,9.273618495495704
B5L5Y4,B,3,0.9763475656509399,0.9088860750198364,0.7784231305122375,0.8026725053787231,0.9537882208824158,0.8329891562461853,0.6372280716896057,0.6703867316246033,3.0,36.41428291206625,7.0710678118654755,10.198039027185569
B5T6V0,B,3,0.9827856421470642,0.8452882170677185,0.7975701093673706,0.8378303050994873,0.9661538600921631,0.7320339679718018,0.6632986664772034,0.7209190726280212,3.1622776601683795,7.0,7.280109889280518,7.615773105863909
B6D0U7,B,2,0.9818801283836365,0.8892571330070496,0.8113150596618652,0.8503944873809814,0.9644052386283875,0.8005967140197754,0.6825315952301025,0.7397271990776062,5.0,19.519221295943137,18.49324200890693,8.0
B6I0T4,D,5,0.975491464138031,0.6734997034072876,0.6969791650772095,0.47883933782577515,0.952155590057373,0.507726788520813,0.5348948836326599,0.31478551030158997,2.0,44.74371464239419,26.076809620810597,40.620192023179804
B7F5P0,B,3,0.9818975925445557,0.9384552836418152,0.8396974802017212,0.8835676312446594,0.9644389152526855,0.8840468525886536,0.7236884236335754,0.7914206385612488,11.0,3.3166247903554,8.48528137423857,6.324555320336759
B8H5H6,F,6,0.9945882558822632,0.977008044719696,0.9285048842430115,0.9509487152099609,0.9892348051071167,0.9550496339797974,0.8665506839752197,0.9064844846725464,2.23606797749979,2.0,2.23606797749979,4.123105625617661
B8J7R4,A,1,0.986015796661377,0.9653453826904297,0.8718456625938416,0.8798125386238098,0.9724172949790955,0.9330122470855713,0.7728071212768555,0.7854154706001282,3.3166247903554,3.0,12.12435565298214,7.0710678118654755
B8P5Q9,C,4,0.9800896048545837,0.9099645018577576,0.8206800222396851,0.8786816000938416,0.9609565734863281,0.8348026871681213,0.6958926320075989,0.7836147546768188,4.123105625617661,40.620192023179804,39.4715087119811,20.42057785666214
B9E0Q1,F,6,0.9972444772720337,0.9736943244934082,0.9371509552001953,0.9684474468231201,0.9945040345191956,0.9487371444702148,0.8817347884178162,0.9388251304626465,2.0,2.23606797749979,2.0,2.449489742783178
B9G4U2,D,5,0.9863212704658508,0.9487901329994202,0.8499662280082703,0.8987542986869812,0.9730117321014404,0.9025697112083435,0.7390793561935425,0.8161250948905945,4.0,3.605551275463989,11.357816691600547,11.045361017187261
B9H8N8,F,6,0.9969086647033691,0.9781392216682434,0.9359990358352661,0.9685688018798828,0.9938363432884216,0.957213819026947,0.8796975016593933,0.9390532374382019,2.8284271247461903,2.23606797749979,2.23606797749979,2.449489742783178
B9O1Q0,B,2,0.9845737814903259,0.9421142935752869,0.8522570729255676,0.8830338716506958,0.9696162939071655,0.890563428401947,0.7425505518913269,0.7905645966529846,3.0,4.358898943540674,5.196152422706632,10.04987562112089
C0K1P0,A,1,0.9880371689796448,0.947938084602356,0.8477942943572998,0.8561393022537231,0.9763572216033936,0.9010288119316101,0.735801100730896,0.7484646439552307,4.123105625617661,3.605551275463989,5.830951894845301,11.0
C0L7V1,D,5,0.9784261584281921,0.8192257881164551,0.7896037697792053,0.8464609980583191,0.9577634930610657,0.6938039660453796,0.6523514986038208,0.7337949275970459,4.0,43.393547907494266,40.099875311526844,8.306623862918075
C0N8P4,C,4,0.9913204908370972,0.922161340713501,0.8210732340812683,0.9354701042175293,0.9827903509140015,0.8555653095245361,0.6964582204818726,0.8787635564804077,2.23606797749979,4.58257569495584,6.082762530298219,4.242640687119285
C0S7W0,B,3,0.9785749912261963,0.9160870313644409,0.8368784189224243,0.8675228953361511,0.9580488204956055,0.8451666235923767,0.7195107340812683,0.7660400867462158,3.3166247903554,4.47213595499958,7.280109889280518,9.539392014169456
C0W2Y5,C,4,,,,,,,,,,,,
C1G5Q0,B,3,0.9856765270233154,0.9263350963592529,0.8078568577766418,0.9060682058334351,0.9717575907707214,0.8627786636352539,0.6776509284973145,0.828267514705658,4.0,10.295630140987,5.196152422706632,19.261360284258224
C1K8P5,F,6,0.9959381818771362,0.9721288681030273,0.9295254349708557,0.9689798355102539,0.9919092655181885,0.9457692503929138,0.8683302402496338,0.939826250076294,3.0,2.0,2.8284271247461903,2.23606797749979
C2J0K3,F,6,0.9935991764068604,0.9586548805236816,0.9141107201576233,0.9311422109603882,0.9872797727584839,0.9205929040908813,0.8418083786964417,0.8711563348770142,3.0,3.605551275463989,3.1622776601683795,7.280109889280518
C2L5P7,B,2,0.9875108599662781,0.9414821267127991,0.8416099548339844,0.916044294834137,0.9753298163414001,0.8894343972206116,0.7265341877937317,0.845093846321106,5.0,4.0,6.782329983125268,4.0
C2M6P8,B,3,0.9903813600540161,0.9477900266647339,0.8059279918670654,0.9441647529602051,0.9809460639953613,0.9007613658905029,0.674940824508667,0.8942349553108215,4.0,4.0,37.22902093797257,16.97056274847714
C3I2K3,B,2,0.9870812892913818,0.93382728099823,0.8113217353820801,0.909227728843689,0.9744921326637268,0.8758687376976013,0.6825410723686218,0.8335633277893066,4.0,8.246211251235321,26.095976701399778,5.477225575051661
C4E9I1,F,6,0.9965857863426208,0.9739544987678528,0.9451598525047302,0.9682653546333313,0.9931948184967041,0.9492312669754028,0.8960219025611877,0.9384829998016357,2.23606797749979,2.0,3.1622776601683795,3.3166247903554
C4K8M1,C,4,,,,,,,,,,,,
C4R8T7,B,2,0.9821495413780212,0.8882471323013306,0.8035346269607544,0.8597937226295471,0.964925229549408,0.7989609837532043,0.6715903878211975,0.7540685534477234,7.3484692283495345,10.63014581273465,8.0,11.090536506409418
C4S8W9,B,3,0.9901816248893738,0.9530412554740906,0.8701327443122864,0.9289318323135376,0.9805541634559631,0.9102949500083923,0.7701194286346436,0.8672947883605957,5.0,4.358898943540674,4.242640687119285,9.0
C5L0R0,D,5,0.9774414896965027,0.935283899307251,0.7706211805343628,0.8217214941978455,0.9558782577514648,0.878434956073761,0.6268378496170044,0.6973915696144104,4.0,3.7416573867739413,9.433981132056603,9.433981132056603
C5M4S2,F,6,0.996985673904419,0.9727562665939331,0.9389733672142029,0.9711180925369263,0.9939895272254944,0.9469575881958008,0.8849667906761169,0.943857729434967,2.23606797749979,2.0,2.0,5.656854249492381
C5Q2Y5,C,4,,,,,,,,,,,,
C6E0F9,F,6,0.9964882731437683,0.9761062860488892,0.9287530779838562,0.9702946543693542,0.9930011034011841,0.9533277153968811,0.8669832348823547,0.9423032402992249,4.0,3.0,2.23606797749979,2.23606797749979
C6J5P1,F,6,0.9943257570266724,0.9797252416610718,0.9349825978279114,0.9619224667549133,0.9887155294418335,0.9602562785148621,0.8779035806655884,0.9266383647918701,4.0,2.8284271247461903,3.0,4.123105625617661
C6U4W8,A,1,0.9901378750801086,0.9632516503334045,0.8549551963806152,0.9151356220245361,0.9804683327674866,0.9291084408760071,0.7466564774513245,0.8435483574867249,6.48074069840786,3.0,11.045361017187261,22.494443758403985
C7L8Z8,B,2,0.9799538254737854,0.9019349813461304,0.7810722589492798,0.8706285357475281,0.9606956243515015,0.8213858008384705,0.6407862901687622,0.7708964943885803,5.0,9.899494936611665,7.0710678118654755,8.660254037844387
C7M6W0,C,4,0.970609188079834,0.8773857951164246,0.7535178661346436,0.794779360294342,0.9428967237472534,0.7815558910369873,0.6045156121253967,0.659447193145752,10.0,30.380915061926625,26.92582403567252,13.638181696985855
C8I7P7,B,2,0.9888851046562195,0.9463793635368347,0.8532890677452087,0.8974006175994873,0.9780145883560181,0.8982164263725281,0.7441187500953674,0.8138955235481262,2.8284271247461903,4.242640687119285,4.123105625617661,9.0
C8J7L5,C,4,,,,,,,,,,,,
C8O0P2,C,4,,,,,,,,,,,,
C8P3S7,F,6,0.9960129261016846,0.9632149338722229,0.9285291433334351,0.967980146408081,0.9920575022697449,0.9290401339530945,0.8665930032730103,0.9379472732543945,2.0,3.0,2.8284271247461903,3.605551275463989
C8V5W8,C,4,,,,,,,,,,,,
D0E2W0,C,4,,,,,,,,,,,,
D0H9I4,B,2,0.9911355972290039,0.9438923001289368,0.8425514101982117,0.9370439052581787,0.9824270009994507,0.8937462568283081,0.7279385328292847,0.8815452456474304,8.0,3.605551275463989,11.180339887498949,5.0
D0R0R9,F,6,0.9918963313102722,0.9150302410125732,0.8945418000221252,0.9280294179916382,0.9839228987693787,0.8433693647384644,0.8092045187950134,0.8657228946685791,2.23606797749979,3.605551275463989,4.0,5.0
D1H2O9,C,4,0.9872729778289795,0.9479649662971497,0.8428267240524292,0.8587371110916138,0.9748657941818237,0.9010773301124573,0.7283496260643005,0.7524446249008179,3.7416573867739413,20.615528128088304,17.11724276862369,8.602325267042627
D1H6U2,F,6,0.9940282106399536,0.9579962491989136,0.9214043617248535,0.9450039863586426,0.9881273508071899,0.919378936290741,0.8542630076408386,0.8957417607307434,3.605551275463989,2.449489742783178,3.1622776601683795,4.47213595499958
D1J5P6,F,6,0.9965484142303467,0.97701495885849,0.9428604245185852,0.9786633253097534,0.993120551109314,0.9550628066062927,0.8918977379798889,0.9582182168960571,3.605551275463989,2.0,2.0,2.0
D1L4Q9,B,2,0.9818238615989685,0.9367632865905762,0.8413766026496887,0.8613608479499817,0.9642966985702515,0.8810486197471619,0.7261864542961121,0.7564826607704163,4.0,6.4031242374328485,6.164414002968976,10.0
D1L6T4,D,5,0.9849159717559814,0.9158886671066284,0.8039288520812988,0.8895193338394165,0.9702802896499634,0.8448290228843689,0.6721413731575012,0.801021933555603,3.0,5.830951894845301,5.0990195135927845,11.0
D1M1S6,F,6,0.9960212111473083,0.9753648042678833,0.9309313893318176,0.9622082114219666,0.9920740127563477,0.9519141912460327,0.8707873225212097,0.9271687865257263,2.0,3.605551275463989,2.449489742783178,4.123105625617661
D1R0Y5,B,3,0.9849867224693298,0.9422451853752136,0.8230478167533875,0.8717721104621887,0.9704175591468811,0.8907973766326904,0.6993043422698975,0.7726914882659912,3.1622776601683795,5.196152422706632,9.0,9.0
D1S5T8,D,5,0.940394937992096,0.7301952838897705,0.3799976408481598,0.3700615167617798,0.887495756149292,0.5750453472137451,0.2345660924911499,0.22704017162322998,4.47213595499958,58.54912467321779,53.03772242470448,48.104053883222775
D2U0V0,C,4,0.9831572771072388,0.9044012427330017,0.8422995805740356,0.8797886967658997,0.9668725728988647,0.8254858255386353,0.727562665939331,0.7853774428367615,4.0,11.045361017187261,6.708203932499369,7.14142842854285
D3D4Y5,F,6,0.9963840842247009,0.9793033003807068,0.9253357648849487,0.9674569368362427,0.9927942156791687,0.9594458937644958,0.8610463738441467,0.9369652271270752,3.1622776601683795,3.0,2.23606797749979,4.0
D3F3O5,A,1,0.9784717559814453,0.9111514687538147,0.833827018737793,0.8783377408981323,0.9578508734703064,0.8368027210235596,0.715011477470398,0.7830679416656494,4.0,4.242640687119285,9.273618495495704,12.529964086141668
D3F9H9,F,6,0.9960209131240845,0.9739471673965454,0.934294581413269,0.9736394286155701,0.9920734167098999,0.9492174386978149,0.8766911625862122,0.9486328959465027,2.0,3.0,2.23606797749979,3.3166247903554
D3K5Q2,C,4,0.9619895815849304,0.7209334969520569,0.5702909827232361,0.8101463317871094,0.9267629384994507,0.5636403560638428,0.3988860547542572,0.6808789968490601,6.082762530298219,36.742346141747674,31.272991542223778,9.486832980505138
D3O9U9,F,6,0.9941766262054443,0.9649561047554016,0.9200694561004639,0.9485974907875061,0.9884207248687744,0.9322852492332458,0.8519709706306458,0.9022210240364075,2.0,3.0,3.0,3.1622776601683795
D3Q0W9,B,3,0.9907050728797913,0.9437891244888306,0.8173712491989136,0.9228767156600952,0.9815812706947327,0.8935612440109253,0.6911478042602539,0.8567976951599121,3.0,3.0,7.0,6.082762530298219
D4M3Q2,F,6,0.9950089454650879,0.9789807200431824,0.937492847442627,0.954729437828064,0.9900674223899841,0.9588268995285034,0.8823402523994446,0.9133802652359009,4.0,2.0,2.0,5.385164807134504
D4N6W6,F,6,0.9956594109535217,0.9755808115005493,0.9327899217605591,0.9584252834320068,0.991356372833252,0.9523258209228516,0.8740452527999878,0.920169472694397,2.23606797749979,2.0,2.23606797749979,3.7416573867739413
