SubjectID,Centre,Dice_BG_ED,Dice_LV_ED,Dice_MYO_ED,Dice_RV_ED,Dice_BG_ES,Dice_LV_ES,Dice_MYO_ES,Dice_RV_ES,IoU_BG_ED,IoU_LV_ED,IoU_MYO_ED,IoU_RV_ED,IoU_BG_ES,IoU_LV_ES,IoU_MYO_ES,IoU_RV_ES
C4S8W9,3,0.9902170206937552,0.9631409381313821,0.7836624775583483,0.8370197904540163,0.9806236003047584,0.9289024647145565,0.6442804428044281,0.7197197197197197,0.988857295281675,0.8475678379392272,0.5870560034865984,0.8064542154094393,0.977960173838313,0.7354600694444444,0.41548426896977175,0.6756793294578883
D1R0Y5,3,0.9823214098459755,0.929185599440755,0.6643691938867246,0.7422382671480144,0.9652570264815162,0.8677373025199112,0.49741978909580437,0.5901262916188289,0.9870693182748179,0.818444916071773,0.513189448441247,0.6580401279441698,0.9744687727236002,0.6926845199216198,0.34516129032258064,0.49035752979414954
D3Q0W9,3,0.9851294340004725,0.8557399254994921,0.6733266733266733,0.7798408488063661,0.9706946550669114,0.7478543947913584,0.5075301204819277,0.6391304347826087,0.9893122812728901,0.8209505334626576,0.6582319026265214,0.7649901164067647,0.9788506013695895,0.6962816716025009,0.4905705418954404,0.6194202383069536
D8O0W2,3,0.9875138354021643,0.9208478224871668,0.6670035371399696,0.8277816171389081,0.9753356341362052,0.8533067362283259,0.5003790750568613,0.7061667256219786,0.9906142600443119,0.7389014296463506,0.5874125874125874,0.7442406456346294,0.9814030660744223,0.5859188544152745,0.4158415841584158,0.5926618368777752
D9I8O7,3,0.9719249272095963,0.8392775041050903,0.3754544132615966,0.7538175046554935,0.9453832243705661,0.723064735174287,0.23111349803079126,0.6049013747758517,0.9808347426097545,0.6729231838720889,0.262072635359851,0.6833172613307618,0.9623902850862055,0.5070717653221583,0.15079608083282303,0.5189688003515454
E1L8Y4,3,0.9870646215864121,0.9056741737350102,0.6177223834727676,0.8624684486441007,0.9744596176829231,0.8276092476279567,0.44688735177865613,0.7581929904415111,0.993128877443521,0.8213971493929263,0.6764753964361615,0.8244803695150116,0.9863515351616541,0.6969244550612123,0.5111166007905138,0.7013752455795678
E3L8U8,3,0.9716768981851953,0.8288354510133361,0.5189131592967501,0.6256950541410594,0.9449140026810261,0.7077019635972384,0.35035971223021584,0.45528109028960817,0.9777696852426583,0.5011072445428661,0.4604328711531958,0.5169086833641945,0.9565062502326225,0.3343182777543267,0.2990664470071389,0.3485346300433697
E4I9O7,3,0.9855105244348743,0.9292945921475019,0.6129055157237169,0.6961147397481651,0.9714349415856595,0.8679274292742928,0.4418628454452405,0.5338772980789093,0.9636310157547838,0.549006399461098,0.3485864179539493,0.4197834645669291,0.9298146031035393,0.37836583101207055,0.21108365690081185,0.26564933042665834
E4M2Q7,3,0.9818868038924424,0.9229151500444875,0.6807931570762052,0.7581612258494337,0.9644181095445816,0.85686392310003,0.516062481579723,0.6105150214592274,0.9859631429685181,0.762673844773441,0.4073214746068574,0.7563991947080817,0.9723148977590937,0.6163886874546773,0.2557461961799935,0.6082331174838113
E5F5V7,3,0.9843210302970492,0.9332840783154784,0.7306833407771326,0.7799247176913425,0.9691261310499788,0.8749134229117607,0.5756509500351865,0.6392431098313451,0.994679253754406,0.9154113557358053,0.772559988223171,0.7535866309317357,0.989414828520222,0.844017094017094,0.629407531782202,0.6046040981533013
E9L1W5,3,0.9903426270917774,0.9463436385255648,0.673054587688734,0.8703611011798356,0.9808699997298976,0.8981520665820285,0.5072210065645514,0.7704772756045069,0.9887678769646563,0.6669433492425815,0.3669724770642202,0.711545169166376,0.9777852724819915,0.5003113325031133,0.2247191011235955,0.5522468868435301
F4K3S1,3,0.9832695691760853,0.9337075784638939,0.6206812355023806,0.8092790299195993,0.9670897411610726,0.875658083660381,0.44999114887590724,0.6796546380340934,0.9858073079580257,0.8526727509778357,0.481133360577578,0.7427107262767273,0.9720118432062477,0.7431818181818182,0.3167713004484305,0.5907238229093464
F8N2S1,3,0.9873486862715173,0.9529680607960886,0.7289027480023387,0.8344574404507812,0.9750134847859885,0.9101614049335093,0.5734437289175099,0.7159390565484911,0.9840735445973413,0.8616369710467706,0.4488078541374474,0.7151468315301391,0.9686464402655086,0.7569087796527268,0.28933092224231466,0.5565980993624443
G0I6P3,3,0.9863291633976785,0.9457824178431605,0.7392358305436916,0.8054541768045418,0.9730270693233236,0.8971415710105785,0.5863394982603919,0.674276500042434,0.9905159898511594,0.8353658536585366,0.6656326168845558,0.7432197318595845,0.9812101825219752,0.7172774869109948,0.49883759548322815,0.5913680781758958
G2M7W4,3,0.9869701592957253,0.9580671684270444,0.7257841037914095,0.8360093453298205,0.9742755046678266,0.9195095301687508,0.5695927243969948,0.7182268534335498,0.9875433987050765,0.763959955506118,0.5229065743944636,0.7136552440290758,0.9753933130980792,0.6180705543556515,0.3540104947526237,0.5547931382441977
G3M5S4,3,0.9901323508706059,0.9485940916255656,0.7444224422442244,0.7773774804140219,0.9804575398807933,0.9022149144017797,0.5928924403322469,0.6358278765201123,0.9837245084735499,0.7435761119971647,0.5738453112639201,0.6222392442231585,0.9679703158008776,0.5918194640338504,0.4023724185014508,0.4516308376575241
G8N2U5,3,0.9861672817349982,0.9354778146317041,0.7021805941753256,0.84399243140965,0.9727120302673323,0.878777189888301,0.5410464591790708,0.7300924789262624,0.9808255413202585,0.8251830161054172,0.4891319590520264,0.649165120593692,0.962372568275346,0.7023928215353938,0.32374234267681457,0.48056585633841503
H0K3Q4,3,0.9853707504523687,0.9561844736682625,0.7264258123153828,0.7965274980981787,0.9711633593173984,0.9160473757547608,0.5703835860838538,0.66185766341935,0.9850003267255565,0.667557251908397,0.38203076923076923,0.7428187145739265,0.9704439840338988,0.5010025780578631,0.23611745017495817,0.5908604615619746
H3U1Y1,3,0.9841030258851107,0.933713200379867,0.6788461538461539,0.7839220702548461,0.968703570303003,0.8756679729248308,0.5138282387190685,0.6446314426733555,0.9871577040376049,0.6911947085572551,0.39008585776769805,0.7165397771157453,0.9746410748966751,0.5281111813013266,0.24230227409941638,0.5582874828060522
