SubjectID,Centre,Dice_BG_ED,Dice_LV_ED,Dice_MYO_ED,Dice_RV_ED,Dice_BG_ES,Dice_LV_ES,Dice_MYO_ES,Dice_RV_ES,IoU_BG_ED,IoU_LV_ED,IoU_MYO_ED,IoU_RV_ED,IoU_BG_ES,IoU_LV_ES,IoU_MYO_ES,IoU_RV_ES
A4B5U4,0,0.9844402790090655,0.9508592238534198,0.7805639666919001,0.7206110250166039,0.9693573491163039,0.9063218640170088,0.6401024288042213,0.5632462363730749,0.9830228822022491,0.9217633734100017,0.760880195599022,0.7185701302635565,0.966612586457177,0.8548804137039431,0.6140489344909235,0.5607565011820331
A4U9V5,0,0.9930378167400832,0.9671806478992785,0.862153708668454,0.8689655172413793,0.9861719071964001,0.936447062046295,0.7577066561947772,0.7682926829268293,0.9955045980613579,0.9529102979774587,0.8819174300414104,0.8458323659159508,0.9910494325211123,0.9100560306694191,0.7887766554433221,0.7328505330919333
A6B5G9,0,0.9886972300561859,0.8203274078537712,0.7677543186180422,0.8133113051687515,0.9776471096891348,0.6953856632044951,0.6230529595015576,0.6853619729514717,0.9947839737793253,0.884886452623336,0.8033666747987314,0.6286122012129861,0.9896220790663565,0.7935393258426966,0.6713557594291539,0.4583766909469303
A7M7P8,0,0.9890200722224828,0.9098227022620746,0.7986682808716707,0.8830188679245283,0.978278643371971,0.8345639779418638,0.6648191071248615,0.7905405405405406,0.9922338145386919,0.8705117790414297,0.845164609053498,0.6771029012732206,0.9845873267562493,0.7707134637514385,0.7318485523385301,0.5118333859261597
A7O4T6,0,0.9803870967741936,0.8356991075223119,0.7016645326504481,0.7710268948655257,0.9615287269045811,0.7177690173747993,0.5404339250493096,0.6273749129613051,0.981732605987901,0.7330200768902179,0.5110612375761462,0.6915261125787442,0.9641206344826122,0.5785569790964261,0.3432385874246339,0.5284982140083864
B0I2Z0,0,0.9920442963003774,0.9613806166473745,0.8026547473926589,0.8393393393393394,0.9842141799080618,0.9256332320162107,0.6703619909502262,0.723156532988357,0.9920156974100869,0.8982007575757576,0.8006037229582424,0.685078079814922,0.9841578830753648,0.8152127202406532,0.6675055928411633,0.5210028590279305
B2C2Z7,0,0.9921782313353702,0.9198380566801619,0.8019951901665627,0.9185515059181999,0.9844778731560964,0.8515742128935532,0.6694423791821561,0.8493714781100997,0.9944992811101597,0.9487612612612613,0.7998712998712999,0.8156043956043956,0.989058746977499,0.9025174076057847,0.6664879356568365,0.688624976804602
B3F0V9,0,0.9892021557911703,0.9036942550164353,0.791743218415649,0.9150197628458498,0.9786350074434886,0.8243086010919181,0.6552772808586762,0.843351548269581,0.9913579653357052,0.8878012048192772,0.7492468972165321,0.8398881026822446,0.9828640204011106,0.7982396750169262,0.5990366088631984,0.7239716312056738
B3O1S0,0,0.9862800963950837,0.8847961778531248,0.8160610139075819,0.8391059992157888,0.9729315690534899,0.7933941404090658,0.689276241000379,0.7228101778878631,0.9923112273755657,0.8323458767013611,0.7923647349629223,0.8715338245144005,0.9847397870586378,0.7128359846407022,0.656129178985672,0.7723171889838556
B3P3R1,0,0.982305989828593,0.9549897704023642,0.8648140690025506,0.7545116012603839,0.9652272490659016,0.9138568631716337,0.7618259224219489,0.6057957681692733,0.9938324453726981,0.9215384615384615,0.8726135615536538,0.8548209971447397,0.9877405018698173,0.854493580599144,0.774014598540146,0.746451860375911
B8J7R4,0,0.9942015483494846,0.9638580808916846,0.8448543213906798,0.9122997136001239,0.9884699531183406,0.9302375119821067,0.7313833545287551,0.8387418161115855,0.9953479441533862,0.9479583666933546,0.8583783783783784,0.8533886583679114,0.9907389711302714,0.9010654490106544,0.7518939393939394,0.744270205066345
B9E0Q1,0,0.9930866080075831,0.9074728438686036,0.8203214695752009,0.90797137626893,0.986268149679215,0.8306181121226641,0.6953771289537712,0.8314538250533374,0.9952447204968944,0.9049688711382591,0.7773366241012984,0.7997169143665959,0.9905344523186635,0.8264320961167132,0.6357732139722662,0.6662735849056604
B9H8N8,0,0.9953912708508273,0.9639030822482281,0.8034233752340197,0.9277042374872718,0.9908248275862069,0.9303213490295895,0.6714349575324094,0.8651570489408327,0.9941347331023501,0.8016425638278879,0.7041095890410959,0.8987747957992999,0.9883378677231,0.6689511323003575,0.5433403805496829,0.816158940397351
C0K1P0,0,0.9916934649322904,0.8689360529217199,0.7933788855740544,0.9012108181509562,0.9835237900800635,0.7682466187400999,0.6575211357473281,0.8201853759011328,0.996038049825097,0.9178378378378378,0.7970373645810302,0.8747284576393918,0.9921073698575673,0.8481518481518482,0.6625620290387796,0.7773487773487774
C1K8P5,0,0.9884409328291014,0.891666081583936,0.7893485496909177,0.8581050053574162,0.9771460361613352,0.8045103256049664,0.6520031421838177,0.7514745308310992,0.996270398772183,0.9223300970873787,0.8653051587770039,0.8473080317740512,0.9925685140235883,0.8558558558558559,0.762588431127757,0.7350689127105666
C2J0K3,0,0.9878458472596688,0.9038981088382864,0.7965315095261358,0.8184663536776213,0.9759835935911053,0.8246478873239437,0.6618632027603004,0.6927152317880795,0.9890085122874334,0.7689841131030462,0.7614972041538286,0.7672930827668932,0.9782560232283742,0.6246744020838266,0.614853036026905,0.6224456698021408
C4E9I1,0,0.9849248583779397,0.8682170542635659,0.7769407140517524,0.7904399492623005,0.9702974863556,0.7671232876712328,0.6352437064809855,0.6534937631085109,0.9922693507890517,0.809019078820582,0.8134404924760602,0.7783687943262412,0.9846573105283611,0.6792880258899676,0.6855454676466349,0.637155297532656
C5M4S2,0,0.9893761410419565,0.9036573217589299,0.8083182640144665,0.89086859688196,0.9789756418990607,0.8242471443406023,0.6783004552352049,0.8032128514056225,0.9959272085467115,0.9125375375375375,0.8414526129317981,0.8218543046357616,0.9918874577860164,0.8391439420089748,0.7262996941896025,0.6975829117481731
C6E0F9,0,0.9953156703768339,0.9416941694169417,0.8647700213059281,0.9334744481403084,0.990675022024235,0.8898128898128899,0.7617575623758004,0.8752480861922314,0.9964493945283301,0.9137554585152838,0.8876454130466794,0.8907801418439716,0.9929239134482887,0.8412060301507538,0.7979878210219751,0.80306905370844
C6J5P1,0,0.9852139854521456,0.9057506250679421,0.8303439708051867,0.7972309066547566,0.9708588523375691,0.8277369362209418,0.7099044078597982,0.6628295581136279,0.9865090654564339,0.8477015323117921,0.8010805500982319,0.8792601472854941,0.9733772960689739,0.7356614246068455,0.6681687832855387,0.7845354523227384
D0R0R9,0,0.9853683170299555,0.8515939904727006,0.7883474735340491,0.83418678371129,0.9711586318156075,0.7415443522654754,0.6506382451357046,0.7155406818657185,0.9902555173717739,0.8104789193614409,0.821061523300014,0.5917602996254682,0.9806991119122282,0.6813489332415692,0.6964413661332697,0.42021276595744683
D1H6U2,0,0.9891209531928392,0.9342738407699037,0.8372715113687026,0.8353931578004657,0.9784760662682206,0.8766546947152386,0.7200920245398773,0.7173177483851123,0.9941666510485971,0.8641163233512204,0.8503471862369157,0.7705615012461516,0.9884009633256162,0.7607436757086254,0.7396556386910664,0.6267588838540424
